0,0,0.10399
0.005,0,-0.0014679
0.01,0,-0.10642
0.015,0,-0.021968
0.02,0,0.024288
0.025,0,-0.019557
0.03,0,-0.070755
0.035,0,0.0011319
0.04,0,0.043404
0.045,0,-0.0082477
0.05,0,-0.013363
0.055,0,0.028594
0.06,0,-0.0015837
0.065,0,0.010718
0.07,0,-0.074428
0.075,0,0.033077
0.08,0,0.0024781
0.085,0,0.03741
0.09,0,-0.022083
0.095,0,0.030949
0.1,0,-0.027011
0.105,0,-0.0015868
0.11,0,-0.084965
0.115,0,0.032998
0.12,0,-0.037049
0.125,0,-0.017025
0.13,0,-0.044278
0.135,0,-0.035596
0.14,0,-0.098141
0.145,0,-0.081356
0.15,0,-0.048837
0.155,0,-0.026392
0.16,0,-0.081788
0.165,0,-0.0033221
0.17,0,-0.011569
0.175,0,-0.03684
0.18,0,-0.043885
0.185,0,0.062413
0.19,0,-0.047177
0.195,0,0.038702
0.2,0,0.0047517
0.205,0,0.082099
0.21,0,-0.03339
0.215,0,0.0045195
0.22,0,0.0088786
0.225,0,-0.11964
0.23,0,0.010758
0.235,0,0.09055
0.24,0,0.014849
0.245,0,0.0078352
0.25,0,0.078855
0.255,0,0.05021
0.26,0,-0.087073
0.265,0,0.038231
0.27,0,-0.080344
0.275,0,0.093885
0.28,0,-0.0038273
0.285,0,-0.018884
0.29,0,0.039702
0.295,0,-0.061507
0.3,0,-0.022198
0.305,0,0.023877
0.31,0,0.0084587
0.315,0,0.0036217
0.32,0,0.033851
0.325,0,-0.057532
0.33,0,-0.0031742
0.335,0,-0.0069398
0.34,0,-0.031346
0.345,0,0.033856
0.35,0,-0.036076
0.355,0,0.037017
0.36,0,-0.013921
0.365,0,0.14676
0.37,0,-0.025595
0.375,0,0.037242
0.38,0,0.022235
0.385,0,0.084337
0.39,0,0.08078
0.395,0,-0.04488
0.4,0,0.0072339
0.405,0,0.10017
0.41,0,0.013444
0.415,0,-0.077011
0.42,0,0.0047034
0.425,0,0.097843
0.43,0,-0.01123
0.435,0,-0.09683
0.44,0,0.049729
0.445,0,-0.0034416
0.45,0,0.032898
0.455,0,-0.093282
0.46,0,-0.031696
0.465,0,-0.042073
0.47,0,-0.020747
0.475,0,-0.074356
0.48,0,-0.094823
0.485,0,-0.048595
0.49,0,0.10651
0.495,0,0.0062522
0.5,0,-0.010153
0.505,0,0.081998
0.51,0,0.037564
0.515,0,0.10676
0.52,0,-0.033558
0.525,0,0.016307
0.53,0,-0.0015327
0.535,0,0.042233
0.54,0,-0.01351
0.545,0,0.03164
0.55,0,-0.0036842
0.555,0,0.046142
0.56,0,-0.050883
0.565,0,-0.030522
0.57,0,-0.0042354
0.575,0,-0.020446
0.58,0,0.011388
0.585,0,-0.024246
0.59,0,0.0089263
0.595,0,0.051699
0.6,0,-0.0017859
0.605,0,-0.028464
0.61,0,-0.026622
0.615,0,0.0017939
0.62,0,-0.0017001
0.625,0,-0.035034
0.63,0,-0.064677
0.635,0,0.040448
0.64,0,0.0039943
0.645,0,-0.0014401
0.65,0,-0.032449
0.655,0,-0.033011
0.66,0,0.030208
0.665,0,-0.034185
0.67,0,0.09247
0.675,0,0.013336
0.68,0,0.068143
0.685,0,0.00028644
0.69,0,0.021464
0.695,0,-0.080364
0.7,0,0.025384
0.705,0,-0.094774
0.71,0,0.023414
0.715,0,0.0020323
0.72,0,-0.014598
0.725,0,-0.020408
0.73,0,-0.022248
0.735,0,-0.029419
0.74,0,-0.010761
0.745,0,-0.042235
0.75,0,-0.049736
0.755,0,0.061867
0.76,0,-0.13608
0.765,0,0.01211
0.77,0,0.00161
0.775,0,0.016078
0.78,0,0.06415
0.785,0,0.022616
0.79,0,-0.076559
0.795,0,-0.017514
0.8,0,-0.017955
0.805,0,-0.0094371
0.81,0,0.053533
0.815,0,0.036455
0.82,0,-0.0098378
0.825,0,-0.03057
0.83,0,0.039026
0.835,0,0.025845
0.84,0,0.079197
0.845,0,0.030913
0.85,0,-0.039949
0.855,0,0.052696
0.86,0,0.0042064
0.865,0,-0.013213
0.87,0,0.11403
0.875,0,-0.062662
0.88,0,0.07465
0.885,0,0.016827
0.89,0,0.00085502
0.895,0,-0.027505
0.9,0,0.030984
0.905,0,-0.04608
0.91,0,-0.0096624
0.915,0,0.017924
0.92,0,0.024103
0.925,0,-0.0095864
0.93,0,-0.018979
0.935,0,-0.050974
0.94,0,-0.031281
0.945,0,0.016375
0.95,0,0.047968
