0,0,0.010036
0.005,0.0078844,0.0022848
0.01,0.015748,0.0293
0.015,0.023591,-0.010409
0.02,0.031413,0.020988
0.025,0.039215,0.11639
0.03,0.046996,-0.023756
0.035,0.054757,0.10472
0.04,0.062498,0.077541
0.045,0.070218,0.1795
0.05,0.077918,0.17735
0.055,0.085597,0.041468
0.06,0.093257,0.18233
0.065,0.1009,0.078388
0.07,0.10852,0.073382
0.075,0.11611,0.052957
0.08,0.12369,0.092058
0.085,0.13125,0.10102
0.09,0.13879,0.14057
0.095,0.14631,0.15167
0.1,0.15381,0.1617
0.105,0.16129,0.12911
0.11,0.16875,0.18949
0.115,0.17619,0.1178
0.12,0.18361,0.27443
0.125,0.19102,0.19872
0.13,0.1984,0.17625
0.135,0.20576,0.21678
0.14,0.2131,0.20512
0.145,0.22043,0.20797
0.15,0.22773,0.30516
0.155,0.23502,0.3532
0.16,0.24229,0.25652
0.165,0.24953,0.27399
0.17,0.25676,0.28806
0.175,0.26397,0.12487
0.18,0.27116,0.30054
0.185,0.27833,0.3281
0.19,0.28549,0.30887
0.195,0.29262,0.32174
0.2,0.29974,0.3067
0.205,0.30683,0.3342
0.21,0.31391,0.29249
0.215,0.32097,0.28778
0.22,0.32801,0.2946
0.225,0.33503,0.27262
0.23,0.34204,0.39771
0.235,0.34902,0.33812
0.24,0.35599,0.372
0.245,0.36294,0.33244
0.25,0.36987,0.42145
0.255,0.37678,0.34974
0.26,0.38368,0.34736
0.265,0.39055,0.43468
0.27,0.39741,0.37146
0.275,0.40425,0.3458
0.28,0.41107,0.53785
0.285,0.41788,0.37619
0.29,0.42466,0.46947
0.295,0.43143,0.38284
0.3,0.43818,0.47584
0.305,0.44491,0.46036
0.31,0.45163,0.40877
0.315,0.45833,0.30855
0.32,0.46501,0.56515
0.325,0.47167,0.49337
0.33,0.47831,0.436
0.335,0.48494,0.4234
0.34,0.49155,0.48227
0.345,0.49814,0.42384
0.35,0.50472,0.40335
0.355,0.51128,0.48685
0.36,0.51782,0.50702
0.365,0.52434,0.49379
0.37,0.53085,0.51508
0.375,0.53734,0.47246
0.38,0.54381,0.44239
0.385,0.55026,0.57029
0.39,0.5567,0.52419
0.395,0.56312,0.62691
0.4,0.56953,0.67278
0.405,0.57591,0.57159
0.41,0.58229,0.57479
0.415,0.58864,0.6257
0.42,0.59498,0.63375
0.425,0.6013,0.57553
0.43,0.6076,0.51387
0.435,0.61389,0.65327
0.44,0.62016,0.5259
0.445,0.62641,0.72273
0.45,0.63265,0.62795
0.455,0.63887,0.68625
0.46,0.64508,0.64101
0.465,0.65127,0.62215
0.47,0.65744,0.66828
0.475,0.6636,0.67742
0.48,0.66974,0.60657
0.485,0.67586,0.70409
0.49,0.68197,0.65888
0.495,0.68806,0.65523
0.5,0.69414,0.72673
0.505,0.7002,0.69856
0.51,0.70624,0.54492
0.515,0.71227,0.63715
0.52,0.71828,0.79965
0.525,0.72428,0.78319
0.53,0.73026,0.72966
0.535,0.73623,0.8057
0.54,0.74218,0.69259
0.545,0.74811,0.69678
0.55,0.75403,0.71054
0.555,0.75993,0.80264
0.56,0.76582,0.75423
0.565,0.77169,0.73411
0.57,0.77755,0.72571
0.575,0.78339,0.68437
0.58,0.78921,0.72452
0.585,0.79502,0.79913
0.59,0.80082,0.76981
0.595,0.8066,0.75755
0.6,0.81236,0.84802
0.605,0.81811,0.88969
0.61,0.82384,0.78523
0.615,0.82956,0.84368
0.62,0.83527,0.82851
0.625,0.84096,0.85583
0.63,0.84663,0.90229
0.635,0.85229,0.8965
0.64,0.85794,0.90933
0.645,0.86356,0.88752
0.65,0.86918,0.92971
0.655,0.87478,0.85189
0.66,0.88037,0.98633
0.665,0.88594,0.80127
0.67,0.89149,0.93457
0.675,0.89703,0.98535
0.68,0.90256,0.86542
0.685,0.90807,0.81865
0.69,0.91357,0.9893
0.695,0.91905,0.91529
0.7,0.92452,0.86251
0.705,0.92998,0.90886
0.71,0.93542,1.002
0.715,0.94084,0.92666
0.72,0.94626,0.95267
0.725,0.95165,0.95261
0.73,0.95704,0.9903
0.735,0.96241,0.97272
0.74,0.96776,1.0032
0.745,0.9731,1.099
0.75,0.97843,0.99219
0.755,0.98374,1.0074
0.76,0.98904,1.1003
0.765,0.99432,1.0084
0.77,0.9996,0.95037
0.775,1.0049,0.90957
0.78,1.0101,1.0513
0.785,1.0153,0.96997
0.79,1.0205,0.96832
0.795,1.0257,0.96986
0.8,1.0309,1.0447
0.805,1.0361,1.0475
0.81,1.0413,1.0347
0.815,1.0464,1.0775
0.82,1.0516,0.99954
0.825,1.0567,1.0556
0.83,1.0618,1.0528
0.835,1.0669,1.0603
0.84,1.072,0.97884
0.845,1.077,1.0994
0.85,1.0821,1.2567
0.855,1.0871,1.008
0.86,1.0921,1.0876
0.865,1.0972,0.99079
0.87,1.1022,1.1346
0.875,1.1071,1.103
0.88,1.1121,1.1925
0.885,1.1171,1.1603
0.89,1.122,1.0705
0.895,1.127,1.1165
0.9,1.1319,1.1158
0.905,1.1368,1.0963
0.91,1.1417,1.2335
0.915,1.1466,1.097
0.92,1.1514,1.1318
0.925,1.1563,1.2004
0.93,1.1612,1.1967
0.935,1.166,1.1607
0.94,1.1708,1.2408
0.945,1.1756,1.2199
0.95,1.1804,1.1449
0.955,1.1852,1.1522
0.96,1.19,1.1929
0.965,1.1947,1.2421
0.97,1.1995,1.1682
0.975,1.2042,1.1715
0.98,1.2089,1.2292
0.985,1.2136,1.1942
0.99,1.2183,1.2223
0.995,1.223,1.1861
1,1.2277,1.1974
1.005,1.2323,1.2241
1.01,1.237,1.19
